Entry_Date,Entry_Time,Exit_Date,Exit_Time,Underlying_Symbol,Strategy_Direction,Execution_Mode,Entry_Label,Exit_Label,Underlying_Entry_Price,Underlying_Exit_Price,Option_Symbol,Option_Strike,Option_Type,Option_Entry_Price,Option_Exit_Price,Entry_Fair_Value,Exit_Fair_Value,Entry_Limit_Price,Exit_Limit_Price,Entry_Spread_Pct,Exit_Spread_Pct,Entry_Quote_Source,Exit_Quote_Source,Entry_Pricing_Mode,Exit_Pricing_Mode,Entry_Repriced,Exit_Repriced,Entry_Slippage_vs_Fair,Exit_Slippage_vs_Fair,Qty,PnL,Trade_ID
2026-04-13,09:58:49,2026-04-13,09:59:07,NIFTY,SELL,TYPE_D,LIMIT_ENTRY,LIMIT_EXIT,23665.5,23671.2,NIFTY13APR2623700PE,23700.0,PE,101.8,98.1,101.62,98.2,105.0,90.0,0.049176,0.050891,ws,ws,entry_l1_cap,exit_l1_profit_protect,False,False,0.1848,-0.1047,65,-240.5,strategy_S9-10__TYPE_D:NIFTY:2026-04-13T09:58:49:SHORT
2026-04-13,09:59:15,2026-04-13,09:59:45,NIFTY,BUY,TYPE_D,LIMIT_ENTRY,LIMIT_EXIT,23673.1,23668.4,NIFTY13APR2623650CE,23650.0,CE,83.9,81.8,83.86,81.95,85.0,75.0,0.059648,0.06105,ws,ws,entry_l1_cap,exit_l1_profit_protect,False,False,0.0375,-0.15,65,-136.5,strategy_S9-10__TYPE_D:NIFTY:2026-04-13T09:59:15:LONG
2026-04-13,10:00:14,2026-04-13,10:00:53,NIFTY,SELL,TYPE_D,LIMIT_ENTRY,LIMIT_EXIT,23664.95,23659.75,NIFTY13APR2623700PE,23700.0,PE,102.35,103.6,102.16,103.64,105.0,95.0,0.048912,0.048251,ws,ws,entry_l1_cap,exit_l1_profit_protect,False,False,0.1944,-0.0438,65,81.25,strategy_S9-10__TYPE_D:NIFTY:2026-04-13T10:00:14:SHORT
2026-04-13,10:01:28,2026-04-13,10:02:07,NIFTY,BUY,TYPE_D,LIMIT_ENTRY,LIMIT_EXIT,23661.55,23669.5,NIFTY13APR2623650CE,23650.0,CE,78.0,79.45,77.92,79.56,80.0,70.0,0.064144,0.062834,ws,ws,entry_l1_cap,exit_l1_profit_protect,False,False,0.0842,-0.1071,65,94.25,strategy_S9-10__TYPE_D:NIFTY:2026-04-13T10:01:28:LONG
2026-04-13,10:02:54,2026-04-13,10:02:58,NIFTY,BUY,TYPE_D,LIMIT_ENTRY,LIMIT_EXIT,23676.05,23671.85,NIFTY13APR2623650CE,23650.0,CE,82.85,82.2,82.68,82.3,85.0,75.0,0.060423,0.060753,ws,ws,entry_l1_cap,exit_l1_profit_protect,False,False,0.1684,-0.1,65,-42.25,strategy_S9-10__TYPE_D:NIFTY:2026-04-13T10:02:54:LONG
2026-04-13,10:03:05,2026-04-13,10:03:21,NIFTY,SELL,TYPE_D,LIMIT_ENTRY,LIMIT_EXIT,23666.55,23674.95,NIFTY13APR2623700PE,23700.0,PE,100.45,95.65,100.4,95.73,105.0,90.0,0.049838,0.052233,ws,ws,entry_l1_cap,exit_l1_profit_protect,False,False,0.0473,-0.0818,65,-312.0,strategy_S9-10__TYPE_D:NIFTY:2026-04-13T10:03:05:SHORT
2026-04-13,10:03:30,2026-04-13,10:03:42,NIFTY,BUY,TYPE_D,LIMIT_ENTRY,LIMIT_EXIT,23677.35,23671.75,NIFTY13APR2623650CE,23650.0,CE,83.7,81.65,83.62,81.72,85.0,75.0,0.059827,0.061162,ws,ws,entry_l1_cap,exit_l1_profit_protect,False,False,0.0789,-0.0714,65,-133.25,strategy_S9-10__TYPE_D:NIFTY:2026-04-13T10:03:30:LONG
2026-04-13,10:04:24,2026-04-13,10:04:49,NIFTY,SELL,TYPE_D,LIMIT_ENTRY,LIMIT_EXIT,23657.95,23662.3,NIFTY13APR2623700PE,23700.0,PE,103.7,100.65,103.59,100.8,105.0,95.0,0.048263,0.049615,ws,ws,entry_l1_cap,exit_l1_profit_protect,False,False,0.1143,-0.15,65,-198.25,strategy_S9-10__TYPE_D:NIFTY:2026-04-13T10:04:24:SHORT
2026-04-13,10:05:06,2026-04-13,10:05:31,NIFTY,BUY,TYPE_D,LIMIT_ENTRY,LIMIT_EXIT,23675.3,23671.15,NIFTY13APR2623650CE,23650.0,CE,82.25,79.7,82.13,79.83,85.0,70.0,0.060883,0.062657,ws,ws,entry_l1_cap,exit_l1_profit_protect,False,False,0.121,-0.1333,65,-165.75,strategy_S9-10__TYPE_D:NIFTY:2026-04-13T10:05:06:LONG
2026-04-13,10:05:45,2026-04-13,10:05:47,NIFTY,BUY,TYPE_D,LIMIT_ENTRY,LIMIT_EXIT,23675.7,23671.2,NIFTY13APR2623650CE,23650.0,CE,80.8,81.65,80.66,81.82,85.0,75.0,0.061977,0.061162,ws,ws,entry_l1_cap,exit_l1_profit_protect,False,False,0.1429,-0.1667,65,55.25,strategy_S9-10__TYPE_D:NIFTY:2026-04-13T10:05:45:LONG
2026-04-13,10:06:06,2026-04-13,10:07:05,NIFTY,SELL,TYPE_D,LIMIT_ENTRY,LIMIT_EXIT,23668.85,23664.15,NIFTY13APR2623700PE,23700.0,PE,98.6,102.2,98.53,102.36,100.0,95.0,0.050787,0.048864,ws,ws,entry_l1_cap,exit_l1_profit_protect,False,False,0.075,-0.1562,65,234.0,strategy_S9-10__TYPE_D:NIFTY:2026-04-13T10:06:06:SHORT
2026-04-13,10:07:11,2026-04-13,10:07:20,NIFTY,SELL,TYPE_D,LIMIT_ENTRY,LIMIT_EXIT,23658.85,23667.15,NIFTY13APR2623700PE,23700.0,PE,104.4,98.0,104.31,98.28,105.0,90.0,0.04795,0.050942,ws,ws,entry_l1_cap,exit_l1_profit_protect,False,False,0.0909,-0.2846,65,-416.0,strategy_S9-10__TYPE_D:NIFTY:2026-04-13T10:07:11:SHORT
2026-04-13,10:07:31,2026-04-13,10:08:04,NIFTY,BUY,TYPE_D,LIMIT_ENTRY,LIMIT_EXIT,23674.1,23668.6,NIFTY13APR2623650CE,23650.0,CE,81.65,80.1,81.58,80.18,85.0,75.0,0.061331,0.062344,ws,ws,entry_l1_cap,exit_l1_profit_protect,False,False,0.0714,-0.08,65,-100.75,strategy_S9-10__TYPE_D:NIFTY:2026-04-13T10:07:31:LONG
2026-04-13,10:08:15,2026-04-13,10:08:38,NIFTY,SELL,TYPE_D,LIMIT_ENTRY,LIMIT_EXIT,23664.1,23666.0,NIFTY13APR2623700PE,23700.0,PE,101.15,100.45,100.9,100.48,105.0,95.0,0.049505,0.049714,ws,ws,entry_l1_cap,exit_l1_profit_protect,False,False,0.2526,-0.0278,65,-45.5,strategy_S9-10__TYPE_D:NIFTY:2026-04-13T10:08:15:SHORT
2026-04-13,10:08:40,2026-04-13,10:10:08,NIFTY,BUY,TYPE_D,LIMIT_ENTRY,LIMIT_EXIT,23668.85,23670.1,NIFTY13APR2623650CE,23650.0,CE,78.05,78.5,77.97,78.66,80.0,70.0,0.064123,0.063613,ws,ws,entry_l1_cap,exit_l1_profit_protect,False,False,0.075,-0.1619,65,29.25,strategy_S9-10__TYPE_D:NIFTY:2026-04-13T10:08:40:LONG
2026-04-13,10:10:10,2026-04-13,10:10:26,NIFTY,SELL,TYPE_D,LIMIT_ENTRY,LIMIT_EXIT,23667.95,23675.8,NIFTY13APR2623700PE,23700.0,PE,99.9,94.75,99.76,94.89,100.0,85.0,0.050088,0.052701,ws,ws,entry_l1_cap,exit_l1_profit_protect,False,False,0.14,-0.1429,65,-334.75,strategy_S9-10__TYPE_D:NIFTY:2026-04-13T10:10:10:SHORT
2026-04-13,10:10:46,2026-04-13,10:10:54,NIFTY,BUY,TYPE_D,LIMIT_ENTRY,LIMIT_EXIT,23678.3,23672.55,NIFTY13APR2623650CE,23650.0,CE,83.0,80.25,82.9,80.32,85.0,75.0,0.060277,0.062228,ws,ws,entry_l1_cap,exit_l1_profit_protect,False,False,0.099,-0.0667,65,-178.75,strategy_S9-10__TYPE_D:NIFTY:2026-04-13T10:10:46:LONG
2026-04-13,10:11:00,2026-04-13,10:11:41,NIFTY,SELL,TYPE_D,LIMIT_ENTRY,LIMIT_EXIT,23670.25,23669.05,NIFTY13APR2623700PE,23700.0,PE,95.45,97.65,95.35,97.82,100.0,90.0,0.052438,0.051138,ws,ws,entry_l1_cap,exit_l1_profit_protect,False,False,0.1048,-0.1667,65,143.0,strategy_S9-10__TYPE_D:NIFTY:2026-04-13T10:11:00:SHORT
2026-04-13,10:12:10,2026-04-13,10:12:12,NIFTY,BUY,TYPE_D,LIMIT_ENTRY,LIMIT_EXIT,23679.1,23673.65,NIFTY13APR2623650CE,23650.0,CE,82.95,81.55,82.83,81.63,85.0,75.0,0.06035,0.061237,ws,ws,entry_l1_cap,exit_l1_profit_protect,False,False,0.12,-0.0842,65,-91.0,strategy_S9-10__TYPE_D:NIFTY:2026-04-13T10:12:10:LONG
2026-04-13,10:12:27,2026-04-13,10:12:35,NIFTY,BUY,TYPE_D,LIMIT_ENTRY,LIMIT_EXIT,23680.95,23676.9,NIFTY13APR2623650CE,23650.0,CE,83.3,80.15,83.17,80.19,85.0,75.0,0.060114,0.062305,ws,ws,entry_l1_cap,exit_l1_profit_protect,False,False,0.125,-0.04,65,-204.75,strategy_S9-10__TYPE_D:NIFTY:2026-04-13T10:12:27:LONG
2026-04-13,10:12:43,2026-04-13,10:12:57,NIFTY,SELL,TYPE_D,LIMIT_ENTRY,LIMIT_EXIT,23674.55,23678.2,NIFTY13APR2623700PE,23700.0,PE,93.85,92.95,93.69,93.01,95.0,85.0,0.053333,0.05372,ws,ws,entry_l1_cap,exit_l1_profit_protect,False,False,0.1556,-0.0595,65,-58.5,strategy_S9-10__TYPE_D:NIFTY:2026-04-13T10:12:43:SHORT
2026-04-13,10:13:01,2026-04-13,10:13:12,NIFTY,BUY,TYPE_D,LIMIT_ENTRY,LIMIT_EXIT,23679.7,23674.9,NIFTY13APR2623650CE,23650.0,CE,82.0,79.65,81.99,79.77,85.0,70.0,0.061013,0.062716,ws,ws,entry_l1_cap,exit_l1_profit_protect,False,False,0.014,-0.12,65,-152.75,strategy_S9-10__TYPE_D:NIFTY:2026-04-13T10:13:01:LONG
2026-04-13,10:13:48,2026-04-13,10:14:34,NIFTY,SELL,TYPE_D,LIMIT_ENTRY,LIMIT_EXIT,23665.8,23664.0,NIFTY13APR2623700PE,23700.0,PE,97.6,98.9,97.42,98.94,100.0,90.0,0.051295,0.05048,ws,ws,entry_l1_cap,exit_l1_profit_protect,False,False,0.18,-0.0429,65,84.5,strategy_S9-10__TYPE_D:NIFTY:2026-04-13T10:13:48:SHORT
2026-04-13,10:15:00,2026-04-13,10:15:53,NIFTY,SELL,TYPE_D,LIMIT_ENTRY,LIMIT_EXIT,23655.5,23647.9,NIFTY13APR2623700PE,23700.0,PE,103.05,109.35,102.86,109.44,105.0,100.0,0.048579,0.045704,ws,ws,entry_l1_cap,exit_l1_profit_protect,False,False,0.1875,-0.0889,65,409.5,strategy_S9-10__TYPE_D:NIFTY:2026-04-13T10:15:00:SHORT
2026-04-13,10:16:01,2026-04-13,10:16:17,NIFTY,SELL,TYPE_D,LIMIT_ENTRY,LIMIT_EXIT,23639.95,23648.65,NIFTY13APR2623650PE,23650.0,PE,80.45,78.25,80.24,78.31,85.0,70.0,0.062247,0.063837,ws,ws,entry_l1_cap,exit_l1_profit_protect,False,False,0.2083,-0.0643,65,-143.0,strategy_S9-10__TYPE_D:NIFTY:2026-04-13T10:16:01:SHORT
2026-04-13,10:16:50,2026-04-13,10:17:30,NIFTY,SELL,TYPE_D,LIMIT_ENTRY,LIMIT_EXIT,23643.05,23641.4,NIFTY13APR2623650PE,23650.0,PE,81.05,80.1,80.97,80.2,85.0,75.0,0.061728,0.062344,ws,ws,entry_l1_cap,exit_l1_profit_protect,False,False,0.075,-0.0957,65,-61.75,strategy_S9-10__TYPE_D:NIFTY:2026-04-13T10:16:50:SHORT
2026-04-13,10:17:43,2026-04-13,10:17:53,NIFTY,BUY,TYPE_D,LIMIT_ENTRY,LIMIT_EXIT,23645.35,23637.3,NIFTY13APR2623600CE,23600.0,CE,89.6,85.3,89.58,85.37,90.0,80.0,0.055882,0.058531,ws,ws,entry_l1_cap,exit_l1_profit_protect,False,False,0.0185,-0.07,65,-279.5,strategy_S9-10__TYPE_D:NIFTY:2026-04-13T10:17:43:LONG
2026-04-13,10:18:09,2026-04-13,10:22:29,NIFTY,BUY,TYPE_D,LIMIT_ENTRY,LIMIT_EXIT,23644.95,23707.35,NIFTY13APR2623600CE,23600.0,CE,87.05,137.35,86.93,137.53,90.0,130.0,0.057488,0.036357,ws,ws,entry_l1_cap,exit_l1_profit_protect,False,False,0.1227,-0.175,65,3269.5,strategy_S9-10__TYPE_D:NIFTY:2026-04-13T10:18:09:LONG
2026-04-13,10:22:45,2026-04-13,10:23:14,NIFTY,BUY,TYPE_D,LIMIT_ENTRY,LIMIT_EXIT,23713.3,23716.05,NIFTY13APR2623700CE,23700.0,CE,80.25,79.05,80.16,79.17,85.0,70.0,0.062383,0.063171,ws,ws,entry_l1_cap,exit_l1_profit_protect,False,False,0.0923,-0.1176,65,-78.0,strategy_S9-10__TYPE_D:NIFTY:2026-04-13T10:22:45:LONG
2026-04-13,10:24:01,2026-04-13,10:24:30,NIFTY,BUY,TYPE_D,LIMIT_ENTRY,LIMIT_EXIT,23714.8,23717.95,NIFTY13APR2623700CE,23700.0,CE,81.15,81.65,81.01,81.67,85.0,75.0,0.061671,0.061143,ws,ws,entry_l1_cap,exit_l1_profit_protect,False,False,0.1444,-0.0227,65,32.5,strategy_S9-10__TYPE_D:NIFTY:2026-04-13T10:24:01:LONG
2026-04-13,10:25:23,2026-04-13,10:26:21,NIFTY,SELL,TYPE_D,LIMIT_ENTRY,LIMIT_EXIT,23708.15,23708.85,NIFTY13APR2623750PE,23750.0,PE,98.45,97.1,98.33,97.14,100.0,90.0,0.050839,0.051454,ws,ws,entry_l1_cap,exit_l1_profit_protect,False,False,0.1176,-0.0375,65,-87.75,strategy_S9-10__TYPE_D:NIFTY:2026-04-13T10:25:23:SHORT
2026-04-13,10:26:43,2026-04-13,10:27:46,NIFTY,BUY,TYPE_D,LIMIT_ENTRY,LIMIT_EXIT,23710.35,23724.7,NIFTY13APR2623700CE,23700.0,CE,76.5,84.85,76.4,85.03,80.0,75.0,0.065445,0.058858,ws,ws,entry_l1_cap,exit_l1_profit_protect,False,False,0.104,-0.1778,65,542.75,strategy_S9-10__TYPE_D:NIFTY:2026-04-13T10:26:43:LONG
2026-04-13,10:28:32,2026-04-13,10:29:22,NIFTY,SELL,TYPE_D,LIMIT_ENTRY,LIMIT_EXIT,23722.85,23719.25,NIFTY13APR2623750PE,23750.0,PE,91.6,93.95,91.51,93.96,95.0,85.0,0.054645,0.053177,ws,ws,entry_l1_cap,exit_l1_profit_protect,False,False,0.0889,-0.0115,65,152.75,strategy_S9-10__TYPE_D:NIFTY:2026-04-13T10:28:32:SHORT
2026-04-13,10:30:05,2026-04-13,10:30:12,NIFTY,BUY,TYPE_D,LIMIT_ENTRY,LIMIT_EXIT,23723.5,23721.05,NIFTY13APR2623700CE,23700.0,CE,81.45,80.55,81.43,80.62,85.0,75.0,0.061425,0.062035,ws,ws,entry_l1_cap,exit_l1_profit_protect,False,False,0.0214,-0.075,65,-58.5,strategy_S9-10__TYPE_D:NIFTY:2026-04-13T10:30:05:LONG
2026-04-13,10:30:22,2026-04-13,10:30:48,NIFTY,BUY,TYPE_D,LIMIT_ENTRY,LIMIT_EXIT,23725.55,23724.55,NIFTY13APR2623700CE,23700.0,CE,82.75,81.85,82.71,81.92,85.0,75.0,0.060478,0.061031,ws,ws,entry_l1_cap,exit_l1_profit_protect,False,False,0.0353,-0.0682,65,-58.5,strategy_S9-10__TYPE_D:NIFTY:2026-04-13T10:30:22:LONG
2026-04-13,10:31:10,2026-04-13,10:32:34,NIFTY,SELL,TYPE_D,LIMIT_ENTRY,LIMIT_EXIT,23723.2,23719.65,NIFTY13APR2623750PE,23750.0,PE,90.5,91.15,90.45,91.31,95.0,85.0,0.05531,0.054795,ws,ws,entry_l1_cap,exit_l1_profit_protect,False,False,0.05,-0.16,65,42.25,strategy_S9-10__TYPE_D:NIFTY:2026-04-13T10:31:10:SHORT
2026-04-13,10:32:41,2026-04-13,10:33:14,NIFTY,BUY,TYPE_D,LIMIT_ENTRY,LIMIT_EXIT,23721.5,23721.55,NIFTY13APR2623700CE,23700.0,CE,80.7,80.3,80.53,80.41,85.0,75.0,0.062035,0.06217,ws,ws,entry_l1_cap,exit_l1_profit_protect,False,False,0.1667,-0.1094,65,-26.0,strategy_S9-10__TYPE_D:NIFTY:2026-04-13T10:32:41:LONG
2026-04-13,10:33:25,2026-04-13,10:33:52,NIFTY,SELL,TYPE_D,LIMIT_ENTRY,LIMIT_EXIT,23717.9,23712.6,NIFTY13APR2623750PE,23750.0,PE,92.05,95.4,91.92,95.5,95.0,90.0,0.054377,0.052356,ws,ws,entry_l1_cap,exit_l1_profit_protect,False,False,0.1333,-0.1,65,217.75,strategy_S9-10__TYPE_D:NIFTY:2026-04-13T10:33:25:SHORT
2026-04-13,10:34:29,2026-04-13,10:34:50,NIFTY,BUY,TYPE_D,LIMIT_ENTRY,LIMIT_EXIT,23714.2,23715.0,NIFTY13APR2623700CE,23700.0,CE,76.6,76.6,76.51,76.72,80.0,70.0,0.065359,0.065168,ws,ws,entry_l1_cap,exit_l1_profit_protect,False,False,0.0857,-0.123,65,0.0,strategy_S9-10__TYPE_D:NIFTY:2026-04-13T10:34:29:LONG
2026-04-13,10:35:09,2026-04-13,10:35:35,NIFTY,BUY,TYPE_D,LIMIT_ENTRY,LIMIT_EXIT,23717.9,23716.95,NIFTY13APR2623700CE,23700.0,CE,80.25,76.7,80.21,76.76,85.0,70.0,0.062383,0.065104,ws,ws,entry_l1_cap,exit_l1_profit_protect,False,False,0.0414,-0.0632,65,-230.75,strategy_S9-10__TYPE_D:NIFTY:2026-04-13T10:35:09:LONG
2026-04-13,10:35:42,2026-04-13,10:36:45,NIFTY,SELL,TYPE_D,LIMIT_ENTRY,LIMIT_EXIT,23714.65,23706.45,NIFTY13APR2623750PE,23750.0,PE,94.2,94.95,94.04,95.13,95.0,85.0,0.053135,0.052604,ws,ws,entry_l1_cap,exit_l1_profit_protect,False,False,0.16,-0.1778,65,48.75,strategy_S9-10__TYPE_D:NIFTY:2026-04-13T10:35:42:SHORT
2026-04-13,10:36:52,2026-04-13,10:37:05,NIFTY,BUY,TYPE_D,LIMIT_ENTRY,LIMIT_EXIT,23709.3,23702.95,NIFTY13APR2623700CE,23700.0,CE,75.1,72.15,74.96,72.18,80.0,65.0,0.066644,0.069228,ws,ws,entry_l1_cap,exit_l1_profit_protect,False,False,0.1375,-0.03,65,-191.75,strategy_S9-10__TYPE_D:NIFTY:2026-04-13T10:36:52:LONG
2026-04-13,10:37:10,2026-04-13,10:37:37,NIFTY,SELL,TYPE_D,LIMIT_ENTRY,LIMIT_EXIT,23701.95,23706.35,NIFTY13APR2623750PE,23750.0,PE,97.6,97.6,97.51,97.78,100.0,90.0,0.051256,0.051164,ws,ws,entry_l1_cap,exit_l1_profit_protect,False,False,0.0857,-0.1818,65,0.0,strategy_S9-10__TYPE_D:NIFTY:2026-04-13T10:37:10:SHORT
